Mod:Item:MetaData, Localized Name
thebetweenlands:limestone_slab, Limestone Slab
thebetweenlands:smooth_betweenstone_slab, Smooth Betweenstone Slab
thebetweenlands:smooth_cragrock_slab, Smooth Cragrock Slab
thebetweenlands:polished_limestone_slab, Polished Limestone Slab
thebetweenlands:pitstone_brick_slab, Pitstone Brick Slab
thebetweenlands:mossy_betweenstone_brick_slab, Mossy Betweenstone Brick Slab
thebetweenlands:mossy_smooth_betweenstone_slab, Mossy Smooth Betweenstone Slab
thebetweenlands:cracked_betweenstone_brick_slab, Cracked Betweenstone Brick Slab
thebetweenlands:weedwood_plank_slab, Weedwood Plank Slab
thebetweenlands:rubber_tree_plank_slab, Rubber Tree Plank Slab
thebetweenlands:giant_root_plank_slab, Giant Root Plank Slab
thebetweenlands:hearthgrove_plank_slab, Hearthgrove Plank Slab
thebetweenlands:nibbletwig_plank_slab, Nibbletwig Plank Slab
thebetweenlands:mud_brick_shingle_slab, Mud Brick Shingle Slab
thebetweenlands:mud_brick_shingle_stairs, Mud Brick Shingle Stairs
thebetweenlands:mud_brick_shingle_wall, Mud Brick Shingle Wall
thebetweenlands:thatch_slab, Thatch Slab
thebetweenlands:scabyst_brick_slab, Scabyst Brick Slab
thebetweenlands:pitstone_wall, Pitstone Wall
thebetweenlands:betweenstone_wall, Betweenstone Wall
thebetweenlands:tar_solid_wall, Solid Tar Wall
thebetweenlands:temple_brick_wall, Temple Brick Wall
thebetweenlands:smooth_pitstone_wall, Smooth Pitstone Wall
thebetweenlands:betweenstone_brick_wall, Betweenstone Brick Wall
thebetweenlands:mud_brick_wall, Mud Brick Wall
thebetweenlands:cragrock_wall, Cragrock Wall
thebetweenlands:cragrock_brick_wall, Cragrock Brick Wall
thebetweenlands:limestone_brick_wall, Limestone Brick Wall
thebetweenlands:limestone_wall, Limestone Wall
thebetweenlands:polished_limestone_wall, Polished Limestone Wall
thebetweenlands:pitstone_brick_wall, Pitstone Brick Wall
thebetweenlands:smooth_betweenstone_wall, Smooth Betweenstone Wall
thebetweenlands:smooth_cragrock_wall, Smooth Cragrock Wall
thebetweenlands:mossy_betweenstone_brick_wall, Mossy Betweenstone Brick Wall
thebetweenlands:mossy_smooth_betweenstone_wall, Mossy Smooth Betweenstone Wall
thebetweenlands:cracked_betweenstone_brick_wall, Cracked Betweenstone Brick Wall
thebetweenlands:scabyst_brick_wall, Scabyst Brick Wall
thebetweenlands:weedwood_plank_fence, Weedwood Plank Fence
thebetweenlands:weedwood_log_fence, Weedwood Log Fence
thebetweenlands:rubber_tree_plank_fence, Rubber Tree Plank Fence
thebetweenlands:giant_root_plank_fence, Giant Root Plank Fence
thebetweenlands:hearthgrove_plank_fence, Hearthgrove Plank Fence
thebetweenlands:nibbletwig_plank_fence, Nibbletwig Plank Fence
thebetweenlands:weedwood_plank_fence_gate, Weedwood Plank Fence Gate
thebetweenlands:weedwood_log_fence_gate, Weedwood Log Fence Gate
thebetweenlands:rubber_tree_plank_fence_gate, Rubber Tree Plank Fence Gate
thebetweenlands:giant_root_plank_fence_gate, Giant Root Plank Fence Gate
thebetweenlands:hearthgrove_plank_fence_gate, Hearthgrove Plank Fence Gate
thebetweenlands:nibbletwig_plank_fence_gate, Nibbletwig Plank Fence Gate
thebetweenlands:weedwood_plank_pressure_plate, Weedwood Plank Pressure Plate
thebetweenlands:betweenstone_pressure_plate, Betweenstone Pressure Plate
thebetweenlands:syrmorite_pressure_plate, Syrmorite Pressure Plate
thebetweenlands:weedwood_plank_button, Weedwood Plank Button
thebetweenlands:betweenstone_button, Betweenstone Button
thebetweenlands:weedwood_ladder, Weedwood Ladder
thebetweenlands:weedwood_lever, Weedwood Lever
thebetweenlands:mud_loot_pot:0, Mud Pot of Chance
thebetweenlands:mud_loot_pot:4, Mud Pot of Chance
thebetweenlands:mud_loot_pot:8, Mud Pot of Chance
thebetweenlands:worm_dungeon_pillar:0, Worm Pillar
thebetweenlands:worm_dungeon_pillar:1, Sludgy Worm Pillar 1
thebetweenlands:worm_dungeon_pillar:2, Sludgy Worm Pillar 2
thebetweenlands:worm_dungeon_pillar:3, Sludgy Worm Pillar 3
thebetweenlands:worm_dungeon_pillar:4, Sludgy Worm Pillar 4
thebetweenlands:worm_dungeon_pillar:5, Sludgy Worm Pillar 5
thebetweenlands:worm_dungeon_pillar:6, Worm Pillar Cap
thebetweenlands:worm_dungeon_pillar:7, Sludgy Worm Pillar Cap 1
thebetweenlands:worm_dungeon_pillar:8, Sludgy Worm Pillar Cap 2
thebetweenlands:worm_dungeon_pillar:9, Sludgy Worm Pillar Cap 3
thebetweenlands:worm_dungeon_pillar:10, Sludgy Worm Pillar Cap 4
thebetweenlands:worm_dungeon_pillar:11, Sludgy Worm Pillar Cap 5
thebetweenlands:compacted_mud, Compacted Mud
thebetweenlands:mud_tiles:0, Mud Tiles
thebetweenlands:mud_tiles:1, Decayed Mud Tiles
thebetweenlands:mud_tiles:2, Cracked Mud Tiles
thebetweenlands:mud_tiles:3, Decayed Cracked Mud Tiles
thebetweenlands:puffshroom, Puffshroom
thebetweenlands:mud_bricks_carved:0, Carved Mud Bricks
thebetweenlands:mud_bricks_carved:1, Sludgy Carved Mud Bricks 1
thebetweenlands:mud_bricks_carved:2, Sludgy Carved Mud Bricks 2
thebetweenlands:mud_bricks_carved:3, Sludgy Carved Mud Bricks 3
thebetweenlands:mud_bricks_carved:4, Sludgy Carved Mud Bricks 4
thebetweenlands:mud_bricks_carved:5, Carved Mud Bricks Edge
thebetweenlands:mud_bricks_carved:6, Sludgy Carved Mud Bricks Edge 1
thebetweenlands:mud_bricks_carved:7, Sludgy Carved Mud Bricks Edge 2
thebetweenlands:mud_bricks_carved:8, Sludgy Carved Mud Bricks Edge 3
thebetweenlands:mud_bricks_carved:9, Sludgy Carved Mud Bricks Edge 4
thebetweenlands:mud_bricks_carved:10, Sludgy Mud Bricks 1
thebetweenlands:mud_bricks_carved:11, Sludgy Mud Bricks 2
thebetweenlands:mud_bricks_carved:12, Sludgy Mud Bricks 3
thebetweenlands:mud_bricks_carved:13, Sludgy Mud Bricks 4
thebetweenlands:mud_brick_stairs_decay_1, Sludgy Mud Brick Stairs 1
thebetweenlands:mud_brick_stairs_decay_2, Sludgy Mud Brick Stairs 2
thebetweenlands:mud_brick_stairs_decay_3, Sludgy Mud Brick Stairs 3
thebetweenlands:mud_brick_stairs_decay_4, Sludgy Mud Brick Stairs 4
thebetweenlands:mud_brick_slab_decay_1, Sludgy Mud Brick Slab 1
thebetweenlands:mud_brick_slab_decay_2, Sludgy Mud Brick Slab 2
thebetweenlands:mud_brick_slab_decay_3, Sludgy Mud Brick Slab 3
thebetweenlands:mud_brick_slab_decay_4, Sludgy Mud Brick Slab 4
thebetweenlands:edge_shroom, Edge Shrooms
thebetweenlands:edge_moss, Edge Moss
thebetweenlands:edge_leaf, Edge Leaf
thebetweenlands:mud_tower_beam_origin, Beam Origin
thebetweenlands:mud_tower_beam_relay, Beam Lens
thebetweenlands:mud_tower_beam_tube, Beam Passage
thebetweenlands:mud_tower_beam_lens_supports, Beam Lens Support
thebetweenlands:diagonal_energy_barrier, Energy Barrier
thebetweenlands:mud_brick_alcove, Dungeon Alcove
thebetweenlands:loot_urn:0, Urn of Chance
thebetweenlands:loot_urn:4, Urn of Chance
thebetweenlands:loot_urn:8, Urn of Chance
thebetweenlands:dungeon_door_runes, Dungeon Door
thebetweenlands:dungeon_door_runes_mimic, Dungeon Door Mimic
thebetweenlands:dungeon_door_runes_crawler, Dungeon Door Crypt
thebetweenlands:dungeon_door_combination, Dungeon Door Code
thebetweenlands:mud_bricks_climbable, Runged Mud Bricks
thebetweenlands:mud_tiles_water, Broken Mud Tiles
thebetweenlands:dungeon_wall_candle, Wall Candle
thebetweenlands:wooden_support_beam_rotten_1, Rotten Support Beam
thebetweenlands:wooden_support_beam_rotten_2, Rotten Support Beam
thebetweenlands:wooden_support_beam_rotten_3, Rotten Support Beam
thebetweenlands:log_rotten_bark_carved_1, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_2, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_3, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_4, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_5, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_6, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_7, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_8, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_9, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_10, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_11, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_12, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_13, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_14, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_15, Carved Rotten Bark
thebetweenlands:log_rotten_bark_carved_16, Carved Rotten Bark
thebetweenlands:energy_barrier_mud, Energy Barrier
thebetweenlands:mud_brick_spike_trap, Mud Brick Spike Trap
thebetweenlands:mud_tiles_spike_trap, Mud Tiles Spike Trap
thebetweenlands:compacted_mud_slope, Compacted Mud Slope
thebetweenlands:compacted_mud_slab, Compacted Mud Slab
thebetweenlands:compacted_mud_mirage, Compacted Mud Mirage
thebetweenlands:rotten_planks, Rotten Planks
thebetweenlands:rotten_plank_slab, Rotten Plank Slab
thebetweenlands:rotten_plank_stairs, Rotten Plank Stairs
thebetweenlands:rotten_plank_fence, Rotten Plank Fence
thebetweenlands:rotten_plank_fence_gate, Rotten Plank Fence Gate
thebetweenlands:mud_tower_brazier, Brazier
thebetweenlands:present, Present
thebetweenlands:pitcher_plant, Pitcher Plant
thebetweenlands:weeping_blue, Weeping Blue
thebetweenlands:sundew, Sundew
thebetweenlands:black_hat_mushroom, Black Hat Mushroom
thebetweenlands:bulb_capped_mushroom, Bulb-Capped Mushroom
thebetweenlands:flat_head_mushroom, Flathead Mushroom
thebetweenlands:venus_fly_trap, Venus Fly Trap
thebetweenlands:volarpad, Volarpad
thebetweenlands:swamp_plant, Swamp Plant
thebetweenlands:mire_coral, Mire Coral
thebetweenlands:deep_water_coral, Deep Water Coral
thebetweenlands:water_weeds, Water Weeds
thebetweenlands:bulb_capped_mushroom_cap, Bulb-Capped Mushroom Cap
thebetweenlands:bulb_capped_mushroom_stalk, Bulb-Capped Mushroom Stalk
thebetweenlands:shelf_fungus, Shelf Fungus
thebetweenlands:algae, Algae
thebetweenlands:poison_ivy, Poison Ivy
thebetweenlands:root, Root
thebetweenlands:giant_root, Giant Root
thebetweenlands:arrow_arum, Arrow Arum
thebetweenlands:blue_eyed_grass, Blue Eyed Grass
thebetweenlands:blue_iris, Blue Iris
thebetweenlands:boneset, Boneset
thebetweenlands:bottle_brush_grass, Bottlebrush Grass
thebetweenlands:broomsedge, Broomsedge
thebetweenlands:button_bush, Button Bush
thebetweenlands:cardinal_flower, Cardinal Flower
thebetweenlands:cattail, Cattail
thebetweenlands:cave_grass, Cave Grass
thebetweenlands:copper_iris, Copper Iris
thebetweenlands:marsh_hibiscus, Marsh Hibiscus
thebetweenlands:marsh_mallow, Marsh Mallow
thebetweenlands:bladderwort_flower, Bladderwort Flower
thebetweenlands:bladderwort_stalk, Bladderwort Stalk
thebetweenlands:bog_bean_flower, Bog Bean Flower
thebetweenlands:golden_club_flower, Golden Club Flower
thebetweenlands:marsh_marigold_flower, Marsh Marigold Flower
thebetweenlands:swamp_double_tallgrass, Double Swamp Tallgrass
thebetweenlands:milkweed, Milkweed
thebetweenlands:nettle, Nettle
thebetweenlands:nettle_flowered, Flowered Nettle
thebetweenlands:pickerel_weed, Pickerel Weed
thebetweenlands:phragmites, Phragmites
thebetweenlands:shoots, Shoots
thebetweenlands:sludgecreep, Sludgecreep
thebetweenlands:tall_sludgecreep, Tall Sludgecreep
thebetweenlands:soft_rush, Soft Rush
thebetweenlands:thorns, Thorns
thebetweenlands:tall_cattail, Tall Cattail
thebetweenlands:swamp_tallgrass, Swamp Tallgrass
thebetweenlands:dead_weedwood_bush, Dead Weedwood Bush
thebetweenlands:weedwood_bush, Weedwood Bush
thebetweenlands:nesting_block_sticks, Nesting Block
thebetweenlands:nesting_block_bones, Nesting Block
thebetweenlands:hollow_log, Hollow Log
thebetweenlands:cave_moss, Cave Moss
thebetweenlands:cryptweed, Cryptweed
thebetweenlands:string_roots, String Roots
thebetweenlands:pale_grass, Pale Grass
thebetweenlands:rotbulb, Rotbulb
thebetweenlands:moss, Moss
thebetweenlands:dead_moss, Dead Moss
thebetweenlands:lichen, Lichen
thebetweenlands:dead_lichen, Dead Lichen
thebetweenlands:hanger:0, Hanger
thebetweenlands:hanger:3, Seeded Hanger
thebetweenlands:purified_swamp_dirt, Purified Swamp Dirt
thebetweenlands:dug_swamp_dirt:0, Dug Swamp Dirt
thebetweenlands:dug_swamp_dirt:1, Dug Swamp Dirt
thebetweenlands:dug_swamp_dirt:2, Dug Swamp Dirt
thebetweenlands:dug_purified_swamp_dirt:0, Dug Purified Swamp Dirt
thebetweenlands:dug_purified_swamp_dirt:1, Dug Purified Swamp Dirt
thebetweenlands:dug_swamp_grass:0, Dug Swamp Grass
thebetweenlands:dug_swamp_grass:1, Dug Swamp Grass
thebetweenlands:dug_swamp_grass:2, Dug Swamp Grass
thebetweenlands:dug_purified_swamp_grass:0, Dug Purified Swamp Grass
thebetweenlands:dug_purified_swamp_grass:1, Dug Purified Swamp Grass
thebetweenlands:black_ice, Black Ice
thebetweenlands:snow, Snow
thebetweenlands:log_portal:0, Portal Frame
thebetweenlands:log_portal:12, Portal Frame
thebetweenlands:portal_frame:0, Top Left Portal Frame
thebetweenlands:portal_frame:1, Top Portal Frame
thebetweenlands:portal_frame:2, Top Right Portal Frame
thebetweenlands:portal_frame:3, Right Side Portal Frame
thebetweenlands:portal_frame:4, Left Side Portal Frame
thebetweenlands:portal_frame:5, Bottom Left Portal Frame
thebetweenlands:portal_frame:6, Bottom Portal Frame
thebetweenlands:portal_frame:7, Bottom Right Portal Frame
thebetweenlands:druid_altar, Dark Druid Altar
thebetweenlands:purifier, Purifier
thebetweenlands:weedwood_workbench, Weedwood Crafting Table
thebetweenlands:compost_bin, Compost Bin
thebetweenlands:weedwood_jukebox, Weedwood Jukebox
thebetweenlands:sulfur_furnace, Sulfur Furnace
thebetweenlands:sulfur_furnace_dual, Dual Sulfur Furnace
thebetweenlands:weedwood_chest, Weedwood Chest
thebetweenlands:sludge, Sludge
thebetweenlands:fallen_leaves, Fallen Leaves
thebetweenlands:energy_barrier, Energy Barrier
thebetweenlands:sulfur_torch, Sulfur Torch
thebetweenlands:sulfur_torch_extinguished, Extinguished Sulfur Torch
thebetweenlands:weedwood_trapdoor, Weedwood Trapdoor
thebetweenlands:rubber_tree_plank_trapdoor, Rubber Tree Plank Trapdoor
thebetweenlands:syrmorite_trapdoor, Syrmorite Trapdoor
thebetweenlands:giant_root_plank_trapdoor, Giant Root Plank Trapdoor
thebetweenlands:hearthgrove_plank_trapdoor, Hearthgrove Plank Trapdoor
thebetweenlands:nibbletwig_plank_trapdoor, Nibbletwig Plank Trapdoor
thebetweenlands:scabyst_trapdoor, Scabyst Trapdoor
thebetweenlands:syrmorite_hopper, Syrmorite Hopper
thebetweenlands:mud_flower_pot, Mud Brick Flower Pot
thebetweenlands:mud_flower_pot_candle, Mud Brick Flower Pot With Candle
thebetweenlands:gecko_cage, Gecko Cage
thebetweenlands:infuser, Infuser
thebetweenlands:mortar, Mortar
thebetweenlands:censer, Censer
thebetweenlands:weedwood_barrel, Weedwood Barrel
thebetweenlands:syrmorite_barrel, Syrmorite Barrel
thebetweenlands:animator, Animator
thebetweenlands:alembic, Alembic
thebetweenlands:damp_torch, Damp Torch
thebetweenlands:walkway, Weedwood Walkway
thebetweenlands:wood_chip_path, Weedwood Chip Path
thebetweenlands:thatch_roof, Thatch Roof
thebetweenlands:mud_brick_roof, Mud Brick Shingle Roof
thebetweenlands:repeller, Repeller
thebetweenlands:waystone, Menhir
thebetweenlands:simulacrum_deepman:2, Deepman Simulacrum
thebetweenlands:simulacrum_deepman:6, Deepman Simulacrum
thebetweenlands:simulacrum_deepman:10, Deepman Simulacrum
thebetweenlands:simulacrum_lake_cavern:2, Lake Cavern Simulacrum
thebetweenlands:simulacrum_lake_cavern:6, Lake Cavern Simulacrum
thebetweenlands:simulacrum_lake_cavern:10, Lake Cavern Simulacrum
thebetweenlands:simulacrum_rootman:2, Rootman Simulacrum
thebetweenlands:simulacrum_rootman:6, Rootman Simulacrum
thebetweenlands:simulacrum_rootman:10, Rootman Simulacrum
thebetweenlands:offering_table, Offering Table
thebetweenlands:wind_chime, Wind Chime
thebetweenlands:lantern_paper_1, Blank Amate Paper Lantern
thebetweenlands:lantern_paper_2, Checkered Amate Paper Lantern
thebetweenlands:lantern_paper_3, Framed Amate Paper Lantern
thebetweenlands:lantern_silt_glass, Silt Glass Lantern
thebetweenlands:bauble, Bauble
thebetweenlands:fishing_tackle_box, Fishing Tackle Box
thebetweenlands:smoking_rack, Smoking Rack
thebetweenlands:fish_trimming_table, Trimming Table
thebetweenlands:crab_pot, Crab Pot
thebetweenlands:crab_pot_filter, Crab Pot Filter
thebetweenlands:silt_glass_jar, Silt Glass Jar
thebetweenlands:barnacle_1_2, Barnacle Larvae
thebetweenlands:glowing_goop, Glowing Goop
thebetweenlands:reed_mat, Reed Mat
thebetweenlands:lyestone, Lyestone
thebetweenlands:mist_bridge, Mist Bridge
thebetweenlands:shadow_walker, Shadow Walker
thebetweenlands:items_misc:0, Crimson Snail Shell
thebetweenlands:items_misc:1, Ochre Snail Shell
thebetweenlands:items_misc:2, Compost
thebetweenlands:items_misc:3, Dragonfly Wing
thebetweenlands:items_misc:4, Lurker Skin
thebetweenlands:items_misc:6, Dried Swamp Reed
thebetweenlands:items_misc:7, Reed Rope
thebetweenlands:items_misc:10, Mud Brick
thebetweenlands:items_misc:11, Syrmorite Ingot
thebetweenlands:items_misc:13, Dry Bark
thebetweenlands:items_misc:14, Slimy Bone
thebetweenlands:items_misc:16, Snapper Root
thebetweenlands:items_misc:17, Stalker Eye
thebetweenlands:items_misc:18, Sulfur
thebetweenlands:items_misc:19, Valonite Shard
thebetweenlands:items_misc:20, Weedwood Stick
thebetweenlands:items_misc:21, Angler Tooth
thebetweenlands:items_misc:22, Weedwood Bowl
thebetweenlands:items_misc:23, Rubber Ball
thebetweenlands:items_misc:24, Tar Beast Heart
thebetweenlands:items_misc:25, Animated Tar Beast Heart
thebetweenlands:items_misc:26, Tar Drip
thebetweenlands:items_misc:27, Limestone Flux
thebetweenlands:items_misc:29, Inanimate Tarminion
thebetweenlands:items_misc:30, Poison Gland
thebetweenlands:items_misc:32, Amate Paper
thebetweenlands:items_misc:33, Shockwave Sword Piece
thebetweenlands:items_misc:34, Shockwave Sword Piece
thebetweenlands:items_misc:35, Shockwave Sword Piece
thebetweenlands:items_misc:36, Shockwave Sword Piece
thebetweenlands:items_misc:38, Amulet Socket
thebetweenlands:items_misc:39, Scabyst
thebetweenlands:items_misc:40, Item Scroll
thebetweenlands:items_misc:41, Syrmorite Nugget
thebetweenlands:items_misc:42, Octine Nugget
thebetweenlands:items_misc:43, Valonite Splinter
thebetweenlands:items_misc:44, Cremains
thebetweenlands:items_misc:45, Undying Embers
thebetweenlands:items_misc:46, Inanimate Angry Pebble
thebetweenlands:items_misc:47, Ancient Remnant
thebetweenlands:items_misc:48, Loot Scraps
